id,source,title,job_type,size_tier,judge,conf,opening,cache_read,in,out
24644,himalayas,"GTM Leader, Technology and AI Product Services",Consulting / strategy,Medium,Sales / outreach,medium,True,600,86,32
6740,freelancer,Optimize & Extend Spring Microservices,Development / tech,Medium,Development / tech,high,True,600,418,29
3357,arbeitnow,Python Software Engineer — Abound,Development / tech,Large,Development / tech,high,True,600,424,29
19692,himalayas,"Account Executive, Partnerships",Sales / outreach,Medium,Sales / outreach,high,True,600,145,31
2755,himalayas,Senior Data Governance Specialist,Data / analytics,Medium,Data / analytics,high,True,600,149,30
14198,jobicy,Account Executive (Commerce & Compliance Divisions) — Cordance,Sales / outreach,Large,Sales / outreach,high,True,600,389,31
3823,freelancer,Professional LinkedIn Post Writer,Writing / content,Large,Writing / content,high,True,600,431,29
16303,himalayas,Associate DevOps Engineer,Development / tech,Medium,Development / tech,high,True,600,69,29
29245,himalayas,"Analyst, Account Management Services",Finance / accounting,Medium,Management / operations,low,True,600,86,29
26206,himalayas,Enterprise Storage Specialist,Development / tech,Medium,IT / support,medium,True,600,78,29
32792,himalayas,"Senior Manager, Sales, Manufacturing - Moveworks",Sales / outreach,Medium,Sales / outreach,high,True,600,405,31
8189,freelancer,AI-powered Business Documentation Platform MVP,Development / tech,Medium,Development / tech,high,True,600,406,29
26744,himalayas,Tier 2 Cybersecurity Operations Analyst,IT / support,Medium,IT / support,medium,True,600,57,29
5192,arbeitnow,Head of Brand Marketing — Faculty,Design / creative,Large,Marketing / SEO,high,True,600,394,32
28171,freelancer,Urgent Personal Portrait Photoshoot,Photography,Medium,Photography,high,True,600,424,27
4157,freelancer,Videographer for YouTube and Streaming Projects,Video / animation,Large,Video / animation,high,True,600,426,29
26235,himalayas,Back End Engineer,Development / tech,Medium,Development / tech,high,True,600,70,29
12359,himalayas,"Software Engineer, Data Infrastructure & Acquisition - Sydney, Australia",Development / tech,Medium,Development / tech,high,True,600,76,29
19750,himalayas,Contact for the future,Development / tech,Medium,Other / general,high,False,600,55,28
29051,himalayas,English Editor,Writing / content,Medium,Writing / content,medium,True,600,223,30
24443,himalayas,Founding Growth & Operations,HR / recruiting,Medium,Management / operations,low,True,600,137,75
18362,freelancer,Minor Update to Structural Drawings,Development / tech,Small,Engineering,high,True,600,355,28
23245,himalayas,Sales Support Coordinator Senior,Sales / outreach,Medium,Sales / outreach,medium,True,600,65,32
29865,freelancer,Troubleshooting C#/.NET FXCM Trading App,Development / tech,Medium,Development / tech,high,True,600,269,29
32682,himalayas,"Clinical Research Associate II, Dermatology & Rheumatology CRO, Poland",Healthcare / medical,Medium,Healthcare / medical,medium,True,600,187,33
15826,freelancer,SolidWorks Dynamic Structural Simulation,Architecture / 3D,Medium,Engineering,high,True,600,432,28
1580,freelancer,Print-to-Word Exact Replica Conversion,Writing / content,Medium,Admin / VA,medium,True,600,371,31
408,himalayas,Lead Claims Advocate,Customer support,Medium,Finance / accounting,low,True,600,69,157
8110,freelancer,Proofread Danish Website Content,Writing / content,Large,Translation / language,medium,True,600,378,30
14583,freelancer,Personal Video Effects Editing,Video / animation,Medium,Video / animation,high,True,600,343,29
5633,jobicy_dev,"Staff Backend Engineer, Commerce",Development / tech,Medium,Development / tech,high,True,600,89,29
6612,freelancer,Square E-Commerce Build & Maintenance,Data / analytics,Large,Development / tech,high,True,600,382,29
18143,arbeitnow,Senior Compensation & HR Controlling Specialist (m/f/d) — isaraerospace,Finance / accounting,Large,HR / recruiting,high,True,600,408,31
21282,freelancer,Екскурсійна програма для школярів -- 2,Writing / content,Medium,Teaching / tutoring,medium,True,600,470,34
15157,himalayas,Logistics Coordinator - Operations Representative,Admin / VA,Medium,Management / operations,medium,True,600,58,30
11238,himalayas,Senior Backend Engineer (.NET),Development / tech,Medium,Development / tech,high,True,600,90,29
29701,freelancer,Stylized 3D Character Animator,Video / animation,Medium,Video / animation,high,True,600,236,29
2351,himalayas,Senior Backend Software Engineer,Development / tech,Medium,Development / tech,high,True,600,66,29
28677,himalayas,HR and Payroll Administrator,Finance / accounting,Medium,HR / recruiting,high,True,600,78,31
17585,freelancer,Vectorize Logo to EPS,Design / creative,Small,Design / creative,high,True,600,180,29
20019,freelancer,Android Real Estate Catalog App,Design / creative,Medium,Development / tech,high,True,600,122,29
10269,himalayas,OpenShift Platform Engineer,Development / tech,Medium,IT / support,medium,True,600,94,29
2463,himalayas,"Sales Director, Mid-Market",Sales / outreach,Medium,Sales / outreach,high,True,600,61,31
13865,freelancer,IT Support Specialist (Remote Team),Customer support,Large,IT / support,high,True,600,293,28
2301,himalayas,Supply Chain UI/UX & Brand Designer (100 % remote) (m/f/d),Design / creative,Medium,Design / creative,high,True,600,92,29
28049,himalayas,MEP Drafter (American Based Drafter),Architecture / 3D,Medium,Architecture / 3D,medium,True,600,60,33
11452,himalayas,Identity Platform Engineer (OIDC / OAuth2),Development / tech,Medium,Development / tech,high,True,600,103,29
30104,freelancer,nRF9151 Zephyr Build Assistance,Development / tech,Medium,Development / tech,high,True,600,425,29
22210,freelancer,"AI Avatar Video Series — 87 short explainer videos (German), talking-head with branded presenter",Video / animation,Medium,Video / animation,high,True,600,420,29
1074,himalayas,Senior Analyst Supply Chain Optimization,Other / general,Medium,Data / analytics,medium,True,600,69,31
